"group","values"
"Gar",13.5670333458824
"Gar",14.0699784792157
"Gar",13.8008638739216
"Gar",13.9177875950588
"Gar",13.8909691578431
"Gar",14.2526833372549
"Gar",13.7621015692941
"Gar",13.9419783931373
"Gar",13.5225683897647
"Gar",13.8920387718431
"Gar",13.8985613534118
"Gar",13.5290273437255
"Gar",14.055650966549
"Gar",13.7068832519608
"Gar",14.6705903490196
"Gar",13.3624767487843
"Gar",14.1383551836863
"Gar",14.1800544569412
"Gar",14.551084134902
"Gar",14.2351483300784
"Gar",13.7418088361176
"Gar",13.5401158936078
"Gar",13.500248179451
"Gar",13.9795711778431
"Gar",13.5058884604706
"Gar",13.329105672902
"Gar",13.3640294172157
"Gar",14.0364838628235
"Gar",13.9699234357647
"Gar",13.6397454260784
"Gar",13.7488074920392
"Gar",14.2162511341176
"Gar",13.2522841716471
"Gar",13.131968203451
"Gar",13.6350884062353
"Gar",13.9967976080392
"Gar",13.7919557735294
"Gar",13.9503234545882
"Gar",13.7712844357647
"Gar",13.9673024261569
"Gar",13.199129568
"Gar",13.5085789716471
"Gar",14.1481360598039
"Gar",13.4713173413725
"Gar",13.2189269249412
"Gar",13.3560694734902
"Gar",13.8245645373333
"Gar",14.3955009196078
"Gar",14.1098681529412
"Gar",14.2907545033333
"Gar",13.9014132171373
"Gar",13.3821634203529
"Gar",13.8250416581961
"Gar",12.9986930162353
"Gar",13.8215563217647
"Gar",13.9606182260784
"Gar",13.7586437658824
"Gar",14.6088082529412
"Gar",13.7073457775294
"Gar",13.7368059272549
"Gar",13.8131710996078
"Gar",13.6312555869412
"Gar",12.9521681777647
"Gar",13.4396967311373
"Gar",14.209104788902
"Gar",14.1326447913725
"Gar",13.5277068962353
"Gar",13.7178940181176
"Gar",13.4897509991765
"Gar",13.7757913422353
"Gar",13.7057775917647
"Gar",13.8185471305882
"Gar",13.8656273077255
"Gar",14.4568708013725
"Gar",14.1570505598824
"Gar",13.5776769728235
"Gar",13.5001731357647
"Gar",13.649474888902
"Gar",14.3005388856863
"Gar",13.6846119511765
"Gar",14.2085071905882
"Gar",13.8965468316471
"Gar",13.978481799098
"Gar",13.8601208859608
"Gar",12.8526997981961
"Gar",13.8586606754902
"Gar",14.8194510090196
"Gar",13.6656530330196
"Gar",13.6366297427059
"Gar",14.1573253615686
"Gar",13.5661732768235
"Gar",13.3982812104314
"Gar",14.4854195062745
"Gar",14.2768255540784
"Gar",12.8670881243529
"Gar",13.8571456368627
"Gar",13.913507840549
"Gar",14.3722943526274
"Gar",14.1848759054902
"Gar",13.7503079898823
"Gar",13.3028904084706
"Gar",13.7714974051765
"Gar",13.6966328705882
"Gar",13.3192614725098
"Gar",13.3713284592941
"Gar",13.993206282902
"Gar",13.4080597753725
"Gar",14.1292958902745
"Gar",13.8259679123137
"Gar",14.1955779331373
"Gar",13.4173184581961
"Gar",13.9711093217647
"Gar",14.2180555117647
"Gar",13.2105583366274
"Gar",14.0135172152941
"Gar",14.4051313390196
"Gar",14.1990535554902
"Gar",13.7515415634118
"Gar",13.6399362781176
"Gar",13.9396888952941
"Gar",14.193118965098
"Gar",14.036241561451
"Gar",13.7583557402745
"Gar",13.7565649821176
"Gar",13.8790427236078
"Gar",13.8370115162745
"Gar",13.2270549455686
"Gar",13.7902456652549
"Gar",14.1172227564706
"Gar",13.8893334547843
"Gar",13.8335533671373
"Gar",13.5321595304706
"Gar",14.1886533972549
"Gar",13.8982275107843
"Gar",13.8328485660392
"Gar",14.2113830509804
"Gar",14.7532851501961
"Gar",14.3815920111765
"Gar",13.7569764913725
"Gar",14.3901461217647
"Gar",14.0133037322353
"Gar",13.8142898618431
"Gar",13.4378497634902
"Gar",13.4789301244706
"Gar",14.0790898879216
"Gar",13.879754916549
"Gar",13.6367262332941
"Gar",14.4012853386274
"Gar",13.8365251013725
"Gar",12.9868241703529
"Gar",13.7263302239216
"Gar",14.2123560344706
"Gar",14.2011990780392
"Gar",14.299468727451
"Gar",13.6256370202353
"Gar",13.601186623098
"Gar",13.993650696549
"Gar",13.464630626902
"Gar",14.0820198400784
"Gar",13.4554359167451
"Gar",13.9555004169412
"Gar",14.1803635322353
"Gar",13.3672810125882
"Gar",13.3324779319608
"Gar",12.9917608218824
"Gar",13.7295691469412
"Gar",13.2197685832941
"Gar",13.7386178963529
"Gar",13.8642572208627
"Gar",13.9825456945882
"Gar",13.6155292121961
"Gar",13.7355756943137
"Gar",14.3258323596078
"Gar",13.9117688918431
"Gar",14.6788740080392
"Gar",13.507959289098
"Gar",14.0544682949804
"Gar",13.318705990549
"Gar",14.2404229219608
"Gar",13.7497281310588
"Gar",13.4165716098431
"Gar",14.0070559764314
"Gar",13.3989102229412
"Gar",13.7471752511373
"Gar",13.7863647912549
"Gar",13.1605253125098
"Gar",13.7700891053725
"Gar",14.169504212549
"Gar",13.9593746031373
"Gar",13.8891193186274
"Gar",14.12823988
"Gar",13.7908290685882
"Gar",14.0652616616471
"Gar",13.7141544894902
"Gar",14.0532231217647
"Gar",14.0400541016471
"Gar",13.3466956368627
"Gar",13.5087805666667
"Gar",14.5900830190196
"Gar",14.2627079503922
"Gar",13.8180620430196
"Gar",14.3019688841176
"Gar",13.9739683481176
"Gar",13.7971330283137
"Gar",14.2296625977255
"Gar",13.94272451
"Gar",14.3209943657647
"Gar",13.7960944063529
"Gar",13.9432625192941
"Gar",14.1242306424314
"Gar",14.1734921120392
"Gar",13.9973259967451
"Gar",13.6767642325098
"Gar",13.9835802866667
"Gar",13.8793039287059
"Gar",13.7853388850588
"Gar",13.1225466121961
"Gar",13.2261458226274
"Gar",14.5949191982353
"Gar",13.3921152270196
"Gar",13.6921838215686
"Gar",14.2740432283137
"Gar",14.2909306707843
"Gar",13.7416474781176
"Gar",13.8647107692941
"Gar",14.0570728267451
"Gar",14.4499670996863
"Gar",13.8864464026274
"Gar",13.6498056251765
"Gar",14.0512117566667
"Gar",13.914672544
"Gar",14.4238463183137
"Gar",13.7568093622353
"Gar",14.1206268803922
"Gar",12.7964819442353
"Gar",14.3439761056863
"Gar",13.5903886387059
"Gar",13.7490563418431
"Gar",13.2894759510196
"Gar",14.3741149213725
"Gar",14.0378883360392
"Gar",13.6551117900784
"Gar",13.8095313159608
"Gar",13.2499881298431
"Gar",14.1318786228235
"Gar",13.7011312277255
"Gar",13.8989753753725
"Gar",13.6460777687843
"Gar",13.2933655528235
"Gar",12.9357089503137
"Gar",13.3543381931765
"Gar",13.9239786941961
"Gar",13.8309748738039
"Gar",13.4323725160392
"Gar",14.1402675298039
"Gar",14.1933878576471
"Gar",14.0155342731373
"Gar",14.260377588902
"Gar",13.9246203304706
"Gar",13.3695450891765
"Gar",14.0557287110588
"Gar",13.5176149403529
"Gar",14.1678920883137
"Gar",13.9631945243137
"Gar",13.4607048302745
"Gar",13.5793560728235
"Gar",13.5386166457647
"Gar",13.4727029474902
"Gar",13.7787515515294
"Gar",13.8733563982353
"Gar",13.8087731834118
"Gar",13.8637151605882
"Gar",13.6436665304706
"Gar",14.0081258994902
"Gar",13.8047306316471
"Gar",13.4793614152941
"Gar",13.6920264992941
"Gar",14.1539622929412
"Gar",13.839257488902
"Gar",14.0255139012549
"Gar",13.6101875194902
"Gar",13.6505138034118
"Gar",13.9651704923529
"Gar",13.9097624541961
"Gar",13.5417359712549
"Gar",13.7936111723922
"Gar",13.7939877094118
"Gar",13.4656833012549
"Gar",13.7604385882353
"Gar",13.771827021451
"Gar",13.3558308855294
"Gar",13.5863790227059
"Gar",14.5724702298039
"Gar",13.4786848330196
"Gar",14.8303890401961
"Gar",12.9912232783137
"Gar",14.3032566413725
"Gar",13.996463082549
"Gar",14.4134384180392
"Gar",14.0846969839216
"Gar",13.9417116878431
"Gar",13.8673643945882
"Gar",14.1288937994902
"Gar",14.0109155809804
"Gar",13.7577679112549
"Gar",13.6866905392941
"Gar",13.8297158052941
"Gar",13.4283533838824
"Gar",14.4511840856863
"Gar",13.4620916398824
"Gar",13.9537308612549
"Gar",13.9531933835294
"Gar",13.5293246147843
"Gar",13.6363838225098
"Gar",13.6728806206667
"Gar",14.0853308801961
"Gar",13.3741517834902
"Gar",14.3973235600784
"Gar",13.910419286549
"Gar",14.5294546511765
"Gar",13.5786259441961
"Gar",13.8084562043137
"Gar",13.9329029633333
"Gar",14.0085545976471
"Gar",13.2531195194902
"Gar",14.6833289717647
"Gar",14.3112517933333
"Gar",14.0110962371373
"Gar",13.6657382218431
"Gar",13.980863496549
"Gar",13.6313151225882
"Gar",13.4808176212549
"Gar",13.1180536439608
"Gar",14.7299236713725
"Gar",14.4390319568627
"Gar",13.681322666549
"Gar",13.8186291728235
"Gar",13.6928030300784
"Gar",12.9553538825882
"Gar",13.8456361917647
"Gar",13.6010992475294
"Gar",13.7824703192941
"Gar",13.8749285004706
"Gar",13.8971474723529
"Gar",12.9508643247843
"Gar",14.0712367755686
"Gar",14.1225983015686
"Gar",14.2125511883137
"Gar",14.1509530004706
"Gar",13.7456740680392
"Gar",13.5619400727059
"Gar",13.9483540531373
"Gar",13.6104617918431
"Gar",13.9698409098039
"Gar",13.43184553
"Gar",13.7344795504706
"Gar",14.5230972830196
"Gar",13.6737908569412
"Gar",13.8160741140784
"Gar",13.4976315779216
"Gar",14.1721973354902
"Gar",14.0757280573333
"Gar",13.5680158941961
"Gar",13.7713019869412
"Gar",14.235403927451
"Gar",14.3071260735294
"Gar",12.7733898291765
"Gar",14.487317294902
"Gar",13.5379695300784
"Gar",14.2387962831373
"Gar",13.2750589174118
"Gar",13.7396252524314
"Gar",13.360928802902
"Gar",14.2790131023529
"Gar",14.1015966892941
"Gar",13.6367942558824
"Gar",13.5239717835294
"Gar",13.2124345280784
"Gar",14.1030927075294
"Gar",13.337955018
"Gar",13.1815718304706
"Gar",13.3260596464314
"Gar",13.548828882549
"Gar",12.6808542307059
"Gar",13.552038119098
"Gar",13.9033090721569
"Gar",14.1076604192941
"Gar",13.7200718081176
"Gar",14.2086725621569
"Gar",13.0730680401176
"Gar",14.316508737451
"Gar",14.1419430201961
"Gar",13.5554563694902
"Gar",13.5555640566667
"Gar",13.7452220881176
"Gar",13.7020779222353
"Gar",13.7419864916471
"Gar",14.1775205490196
"Gar",13.7888709196078
"Gar",14.1685890105882
"Gar",14.0027009612549
"Gar",13.8741605075294
"Gar",13.7045070025098
"Gar",13.7261103459608
"Gar",14.1673689921569
"Gar",13.8083805001569
"Gar",14.0819783929412
"Gar",14.2296848992941
"Gar",14.2659578129412
"Gar",13.0345374452549
"Gar",13.9345918894902
"Gar",14.1024790851765
"Gar",14.0471401935294
"Gar",13.7373564463529
"Gar",14.2921775007843
"Gar",13.7576873492941
"Gar",13.3363187818431
"Gar",14.0898818421569
"Gar",14.0117850608627
"Gar",14.2846845029412
"Gar",13.5155815706667
"Gar",13.7246942550588
"Gar",13.7993705317255
"Gar",13.4361365618431
"Gar",13.3812963827451
"Gar",13.3770689486667
"Gar",13.3920065039608
"Gar",13.2997448032941
"Gar",13.3836533430196
"Gar",14.047560854
"Gar",14.0532334061569
"Gar",13.3507499560784
"Gar",14.4063980037255
"Gar",13.690092528902
"Gar",14.122787904
"Gar",13.2606594585882
"Gar",13.5930460067451
"Gar",14.1587669519608
"Gar",14.3047661035294
"Gar",13.4678087291765
"Gar",13.3447424114118
"Gar",13.8038744210588
"Gar",14.0496503853725
"Gar",14.2513521647059
"Gar",13.6655717517255
"Gar",14.0698217416471
"Gar",14.4421055394118
"Gar",14.3315558137255
"Gar",14.3020811547843
"Gar",13.1608464581176
"Gar",13.8032375488235
"Gar",13.3290997866667
"Gar",13.8380144259608
"Gar",13.2421780323137
"Gar",13.9271130884314
"Gar",13.8590596496863
"Gar",12.9502655088627
"Gar",14.6263135649804
"Gar",13.8082504350588
"Gar",13.2399485037647
"Gar",13.8155953966274
"Gar",13.3332327718431
"Gar",13.4120916222353
"Gar",13.86059916
"Gar",14.4192634021569
"Gar",13.7187499108627
"Gar",14.3756753464706
"Gar",13.9820705634118
"Gar",14.2094699968627
"Gar",13.8583988045098
"Gar",14.4044293972549
"Gar",13.6198796983922
"Gar",13.8778343840784
"Gar",13.7071811796863
"Gar",14.0229499585098
"Gar",13.6010169606667
"Gar",14.0632346296078
"Gar",14.1236396881176
"Gar",14.1453360518431
"Gar",13.2051746104706
"Gar",14.5435620513725
"Gar",13.7699357338039
"Gar",13.6822647234118
"Gar",14.4360043078431
"Gar",13.2510291257647
"Gar",13.9410430794902
"Gar",13.305813710549
"Gar",14.2694519660784
"Gar",13.8041776332157
"Gar",14.6307293239216
"Gar",13.7220439118431
"Gar",13.7930743806667
"Gar",13.6817630201961
"Gar",14.304144451451
"Gar",13.9438651992157
"Gar",13.8688278417647
"Gar",13.4369320285882
"Gar",13.9668720917647
"Gar",13.8111116663529
"Gar",14.156283769098
"Gar",13.4227849588235
"Gar",13.9511352116471
"Gar",12.6438813292549
"Gar",13.0400781765098
"Gar",13.7287431127059
"Gar",13.4086223077255
"Gar",14.0571784496078
"Gar",13.5505118958824
"Gar",13.5046620832157
"Gar",14.1642297927451
"Gar",13.2592747536863
"Gar",13.3660128055686
"Gar",14.1453591141961
"Gar",13.1176854519216
"Gar",14.3020539441961
"Gar",14.2832744966667
"Gar",13.8642904372549
"Gar",14.0344295929412
"Gar",13.9758928569412
"Gar",14.0581479651765
"Gar",14.0931157694118
"Gar",13.4748631983137
"Gar",14.2824330819608
"Gar",13.4297565428235
"Gar",13.8883168672549
"Gar",13.7713573190196
"Gar",13.4843890116471
"Gar",14.1286074443137
"Gar",13.5026983543137
"Gar",13.6274347125098
"Gar",13.7775500184314
"Gar",13.4321909978039
"Gar",14.182742579098
"Gar",14.2535523811765
"Gar",14.298630312549
"Gar",13.9636593692941
"Gar",14.1631958735294
"Gar",14.2701973208627
"Gar",13.7800987015294
"Gar",14.3630097278431
"Gar",13.4994165070196
"Gar",13.4457767163529
"Gar",14.2602203631373
"Gar",13.8550057612549
"Gar",13.8094538264314
"Gar",13.2486674101961
"Gar",13.9608031190196
"Gar",13.8763689852941
"Gar",13.5987145940784
"Gar",13.7792580611765
"Gar",14.1586564898039
"Gar",14.3916038151765
"Gar",14.0946854858824
"Gar",14.2559606452941
"Gar",13.4689634475294
"Gar",13.9074969790196
"Gar",14.1644248147059
"Gar",14.0685495686274
"Gar",13.0310140072157
"Gar",14.0536804162745
"Gar",13.9831862828235
"Gar",14.1028648998039
"Gar",13.066769244549
"Gar",13.8408818883137
"Gar",13.9017904755686
"Gar",14.121729952549
"Gar",14.34793387
"Gar",14.0418812205882
"Gar",14.0491810741176
"Gar",13.3980575145882
"Gar",13.3122478230196
"Gar",14.5211328994118
"Gar",13.1195249384706
"Gar",13.9433598910588
"Gar",14.2566024305882
"Gar",14.5344005729412
"Gar",13.8176513087843
"Gar",13.4794035758431
"Gar",13.6460295790196
"Gar",13.1250656052941
"Gar",14.1392463837255
"Gar",13.9258205767451
"Gar",13.7530139553725
"Gar",13.6770998747843
"Gar",13.4664342014118
"Gar",13.6651467441961
"Gar",13.918198530549
"Gar",14.1514282209804
"Gar",13.6099681088235
"Gar",14.5874340513725
"Gar",14.1632548796078
"Gar",14.2342238107843
"Gar",13.9083835288235
"Gar",13.8350831204706
"Gar",14.1318057013725
"Gar",13.8528160282353
"Gar",13.6342043160392
"Gar",14.1192500377255
"Gar",13.9082005104706
"Gar",14.157081897451
"Gar",13.8447969011765
"Gar",13.7479338893725
"Gar",13.6417477653725
"Gar",14.2007714077255
"Gar",14.3186828278431
"Gar",13.9862848739216
"Gar",13.5363382508235
"Gar",13.4365917210196
"Gar",13.8877300423137
"Gar",13.8756286131373
"Gar",13.8698033266274
"Gar",14.213407047451
"Gar",13.2913966181176
"Gar",13.5942180818431
"Gar",13.9209327547843
"Gar",13.9461360051765
"Gar",14.0353087133333
"Gar",14.2402373272549
"Gar",14.1066591090196
"Gar",13.9127479223529
"Gar",14.2080737333333
"Gar",13.4907918043922
"Gar",13.7509987013725
"Gar",14.2461788047059
"Gar",13.6244201373333
"Gar",13.4779492445882
"Gar",14.0675584621569
"Gar",14.005821584902
"Gar",13.8452708788235
"Gar",13.8393593541961
"Gar",14.1504431654902
"Gar",13.9050708915686
"Gar",13.6941579415294
"Gar",14.3560576719608
"Gar",13.7810906659608
"Gar",13.7847147334118
"Gar",13.9686029520392
"Gar",14.3946734211765
"Gar",13.7799540581176
"Gar",14.0917382859608
"Gar",13.466437790549
"Gar",13.9577387898824
"Gar",13.055662653098
"Gar",14.110683344
"Gar",14.2290437359608
"Gar",13.4161246392157
"Gar",13.4815518813333
"Gar",13.9418251966667
"Gar",14.3445494283137
"Gar",13.2990443796471
"Gar",14.0072757741176
"Gar",13.6784579981176
"Gar",14.3005663739216
"Gar",13.6582617269412
"Gar",13.7826999469412
"Gar",14.0176364558824
"Gar",14.498627617451
"Gar",13.4190403856471
"Gar",14.1878100024314
"Gar",14.1076269724314
"Gar",13.5776084073333
"Gar",14.3153417123529
"Gar",13.821004790549
"Gar",13.9510453879216
"Gar",14.0504914619608
"Gar",13.6587322887059
"Gar",13.7339806144706
"Gar",14.186567252549
"Gar",14.1894415962745
"Gar",14.1438453618431
"Gar",13.3996898527059
"Gar",13.4331609260392
"Gar",13.3679056593725
"Gar",14.305513624902
"Gar",13.999885689098
"Gar",14.0330493412549
"Gar",13.7791026282353
"Gar",13.7447568039216
"Gar",13.6517784955686
"Gar",13.734436098902
"Gar",13.6946319277255
"Gar",14.1187669811765
"Gar",13.8322758838039
"Gar",14.0597352138039
"Gar",13.4199569340784
"Gar",14.6655280005882
"Gar",14.0861249869412
"Gar",14.0029488984314
"Gar",13.9089584245882
"Gar",13.8793271677255
"Gar",13.7171410398823
"Gar",14.2489518936078
"Gar",13.6157501272549
"Gar",13.7508856442745
"Gar",13.99425095
"Gar",13.6989427166274
"Gar",13.9689379166667
"Gar",13.9170267904706
"Gar",13.8736336766274
"Gar",13.8277000782353
"Gar",13.8229426292941
"Gar",13.5737539577255
"Gar",14.4492563492157
"Gar",13.3836697556471
"Gar",13.7726989484314
"Gar",14.1147171264706
"Gar",14.0918493790196
"Gar",14.0976113135294
"Gar",13.3544491469412
"Gar",13.5724517552941
"Gar",14.1456943511765
"Gar",14.2335368126274
"Gar",13.8211124227059
"Gar",14.5430667954902
"Gar",13.2886567677255
"Gar",13.9574151553725
"Gar",13.7197369258824
"Gar",13.7813151620392
"Gar",14.4168786013725
"Gar",14.3574404669412
"Gar",14.1660513803922
"Gar",14.0859696885098
"Gar",13.7739492232941
"Gar",13.8127511709412
"Gar",13.187322598
"Gar",13.368738952902
"Gar",13.0798624532941
"Gar",13.8305697238824
"Gar",13.558240268
"Gar",14.0080521089804
"Gar",13.8538340928235
"Gar",14.0527400696078
"Gar",14.2990976760784
"Gar",13.2207154109412
"Gar",13.6828213677255
"Gar",13.6464482351765
"Gar",13.8733585157647
"Gar",13.7730937800784
"Gar",14.1480052788235
"Gar",13.6746378132157
"Gar",14.034506182549
"Gar",14.4373554905882
"Gar",14.0910822281176
"Gar",14.0930726055686
"Gar",14.1572024223529
"Gar",14.0028628219608
"Gar",14.0448422759608
"Gar",12.9556168721961
"Gar",14.0642408721569
"Gar",13.8158045513725
"Gar",14.1262580194118
"Gar",12.900255176902
"Gar",14.0558170519608
"Gar",13.8826311608627
"Gar",13.9768260621569
"Gar",14.78771475
"Gar",13.4895520409412
"Gar",13.8420410135294
"Gar",13.7016336345882
"Gar",14.428616524902
"Gar",14.4181870705882
"Gar",13.8041216087059
"Gar",14.0484461282353
"Gar",13.9419217881176
"Gar",14.0844315136863
"Gar",13.9166229673333
"Gar",14.5508410962745
"Gar",14.0639999717647
"Gar",14.27791391
"Gar",14.2436584207843
"Gar",14.0300836635294
"Gar",13.268609278902
"Gar",13.9245113789804
"Gar",13.6138851947451
"Gar",12.7700021432549
"Gar",13.6201857832941
"Gar",13.94117705
"Gar",13.1329962775294
"Gar",14.1692645500784
"Gar",14.3660216098824
"Gar",14.2379026318431
"Gar",14.1747608072549
"Gar",13.475840930549
"Gar",14.0850014322353
"Gar",14.4970962152941
"Gar",13.6539717124314
"Gar",14.2109728459608
"Gar",14.1149811754902
"Gar",14.1349308057647
"Gar",14.3979480964706
"Gar",14.072269828902
"Gar",13.4005887516078
"Gar",13.8867141098824
"Gar",13.7659411470588
"Gar",14.1047863246667
"Gar",14.2505085362745
"Gar",14.1452435441176
"Gar",14.2497672575294
"Gar",13.9534448136078
"Gar",14.2800888441176
"Gar",14.1555405259608
"Gar",14.0582009113725
"Gar",13.8529599285098
"Gar",13.9347442698824
"Gar",14.0713569105882
"Gar",13.9362309808627
"Gar",13.9407115747059
"Gar",13.6301831951765
"Gar",12.6301031202353
"Gar",13.4667327323137
"Gar",13.9829077654902
"Gar",13.8290112736078
"Gar",14.0976890628235
"Gar",13.9453644370588
"Gar",12.8384057014902
"Gar",13.3607358545882
"Gar",14.0630305870588
"Gar",13.2917910371373
"Gar",14.7216135894118
"Gar",13.776472341451
"Gar",14.331500284902
"Gar",13.9183048584314
"Gar",14.0854705964706
"Gar",13.5019525834902
"Gar",13.6835651264706
"Gar",14.0000535141176
"Gar",14.0620807052941
"Gar",14.638293952549
"Gar",14.0699604647843
"Gar",13.330384338
"Gar",14.1334834621569
"Gar",13.4493609963137
"Gar",13.4868746499608
"Gar",13.8010642264706
"Gar",13.9986739069412
"Gar",13.2040530985882
"Gar",14.3926411656863
"Gar",14.3629821054902
"Gar",13.2093818689804
"Gar",14.4102529937255
"Gar",13.9283072658824
"Gar",13.6878289732157
"Gar",14.3886590579216
"Gar",12.6072392778824
"Gar",13.7220900703529
"Gar",14.4124139700784
"Gar",13.9131668390196
"Gar",13.869343824902
"Gar",14.5513819335294
"Gar",13.9539972218431
"Gar",14.0121000758824
"Gar",14.6218739141176
"Gar",13.9321423647843
"Gar",13.2417218925098
"Gar",13.0162971943529
"Gar",14.1320335331373
"Gar",13.7310129949804
"Gar",13.2450271246667
"Gar",14.4666157039216
"Gar",13.0116536701176
"Gar",13.7762194618431
"Gar",13.7692921903529
"Gar",13.6045758042745
"Gar",13.1168492341569
"Gar",13.5177589346667
"Gar",13.551357691451
"Gar",13.6852445569412
"Gar",13.2268463037647
"Gar",13.4958957519216
"Gar",13.7973830428235
"Gar",13.6797335684706
"Gar",13.5726263501961
"Gar",13.8307660276078
"Gar",14.3871989380392
"Gar",13.4938490570196
"Gar",14.0931565415686
"Gar",13.5184581700784
"Gar",14.3577226111765
"Gar",13.8562539298824
"Gar",13.8007206822353
"Gar",14.3376146064706
"Gar",13.1788761681176
"Sharks",9.77
"Sharks",13.4366666666667
"Sharks",13.4366666666667
"Sharks",13.78
"Sharks",11.9466666666667
"Sharks",10.1133333333333
"Sharks",10.8
"Sharks",11.9466666666667
"Sharks",11.9466666666667
"Sharks",13.4366666666667
"Sharks",10.1133333333333
"Sharks",11.9466666666667
"Sharks",10.4566666666667
"Sharks",11.9466666666667
"Sharks",10.1133333333333
"Sharks",11.9466666666667
"Sharks",12.29
"Sharks",10.4566666666667
"Sharks",12.29
"Sharks",11.9466666666667
"Sharks",10.4566666666667
"Sharks",11.6033333333333
"Sharks",13.4366666666667
"Sharks",13.4366666666667
"Sharks",11.9466666666667
"Sharks",13.78
"Sharks",12.29
"Sharks",10.1133333333333
"Sharks",13.78
"Sharks",10.1133333333333
"Sharks",11.9466666666667
"Sharks",13.4366666666667
"Sharks",11.9466666666667
"Sharks",11.6033333333333
"Sharks",11.9466666666667
"Sharks",11.9466666666667
"Sharks",15.27
"Sharks",13.4366666666667
"Sharks",13.78
"Sharks",13.4366666666667
"Sharks",13.4366666666667
"Sharks",10.1133333333333
"Sharks",10.1133333333333
"Sharks",11.6033333333333
"Sharks",13.4366666666667
"Sharks",11.6033333333333
"Sharks",12.29
"Sharks",11.6033333333333
"Sharks",10.4566666666667
"Sharks",13.4366666666667
"Sharks",11.9466666666667
"Sharks",10.1133333333333
"Sharks",11.9466666666667
"Sharks",13.78
"Sharks",10.1133333333333
"Sharks",13.78
"Sharks",10.1133333333333
"Sharks",11.9466666666667
"Sharks",11.9466666666667
"Sharks",13.78
"Sharks",12.29
"Sharks",12.29
"Sharks",10.4566666666667
"Sharks",13.78
"Sharks",10.8
"Sharks",11.6033333333333
"Sharks",11.9466666666667
"Sharks",13.4366666666667
"Sharks",10.4566666666667
"Sharks",10.4566666666667
"Sharks",13.78
"Sharks",10.1133333333333
"Sharks",11.9466666666667
"Sharks",11.9466666666667
"Sharks",10.8
"Sharks",10.4566666666667
"Sharks",15.27
"Sharks",11.9466666666667
"Sharks",13.78
"Sharks",12.29
"Sharks",10.1133333333333
"Sharks",12.29
"Sharks",15.27
"Sharks",10.4566666666667
"Sharks",10.4566666666667
"Sharks",12.29
